mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.480950991312662,0.027378619725353263,0.009007930755615234,0.000817216143245561,0.07200000000000001,1,0.855,2,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.9900000000000001}",-5005013192.496468,-5099475448.129864,-4981085055.110727,-5028524565.245687,51112032.348694056,475
7.830784559249878,0.08152846092826613,0.009007930755615234,0.0008168267377788396,0.07200000000000001,1,0.855,2,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.81}",-4997761750.505933,-5093340590.832092,-4979117961.020965,-5023406767.452996,50033005.512387305,439
8.604820728302002,0.09453551981457729,0.00867478052775065,0.0009438084326729294,0.07200000000000001,1,0.855,2,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.9}",-5000142244.437339,-5097645148.269262,-4981250094.938495,-5026345829.215032,51002764.639898844,454
9.67212438583374,0.1100135984556185,0.009341716766357422,0.0004717075687024718,0.07200000000000001,1,0.855,2,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.9900000000000001}",-5003727293.181467,-5097060457.809194,-4979094457.700545,-5026627402.897069,50808828.39394709,460
7.673974672953288,0.036947597428240025,0.008007287979125977,1.9466795466607238e-07,0.07200000000000001,1,0.855,3,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.81}",-5000734690.014684,-5097624423.095336,-4982983807.3801,-5027114306.83004,50382079.025422364,463
8.594478527704874,0.04306899349132646,0.008340835571289062,0.0004717076892080888,0.07200000000000001,1,0.855,3,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.9}",-5002534806.234241,-5101137688.818105,-4985088295.219698,-5029586930.090681,51092912.049178496,478
9.37752358118693,0.01135351387559832,0.008674383163452148,0.0004722133007474379,0.07200000000000001,1,0.855,3,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.9900000000000001}",-5007041498.666384,-5100986547.180704,-4983562480.3517275,-5030530175.399605,50733889.51954649,484
7.709673961003621,0.05123479295799367,0.008007367451985678,0.0008171187416432188,0.07200000000000001,1,0.855,3,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.81}",-4999376137.755243,-5095291114.730042,-4980884443.731375,-5025183898.738887,50144803.56920348,448
8.518742799758911,0.04540670559504313,0.009008169174194336,0.0008172160736881718,0.07200000000000001,1,0.855,3,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.9}",-5001222049.279547,-5099247395.556799,-4983285457.048326,-5027918300.628223,50966068.27236166,466
9.423231999079386,0.0281008817783218,0.008340676625569662,0.0004718199201299551,0.07200000000000001,1,0.855,3,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.9900000000000001}",-5005013192.496468,-5099475448.129864,-4981085055.110727,-5028524565.245687,51112032.348694056,475
7.830783923467,0.03736481851951271,0.008673985799153646,0.00047159517711601586,0.07200000000000001,1,0.855,3,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.81}",-4997761750.505933,-5093340590.832092,-4979117961.020965,-5023406767.452996,50033005.512387305,439
8.716589450836182,0.11742488939799248,0.00867478052775065,0.0009436398603393994,0.07200000000000001,1,0.855,3,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.9}",-5000142244.437339,-5097645148.269262,-4981250094.938495,-5026345829.215032,51002764.639898844,454
9.532997449239096,0.03861262099379492,0.008674701054890951,0.0004719323518753975,0.07200000000000001,1,0.855,3,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.855, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.9900000000000001}",-5003727293.181467,-5097060457.809194,-4979094457.700545,-5026627402.897069,50808828.39394709,460
8.494053840637207,0.0478297782854331,0.008007526397705078,0.000817605409597504,0.07200000000000001,1,0.95,1,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 99, 'subsample': 0.81}",-5000734690.014686,-5097208584.825581,-4975470583.792971,-5024471286.21108,52456996.50251249,442
9.45626187324524,0.027945926334554703,0.008340994517008463,0.0004719323518753975,0.07200000000000001,1,0.95,1,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 99, 'subsample': 0.9}",-5002534806.23424,-5101530836.783733,-4981358133.777687,-5028474592.26522,52376992.47726134,472
10.580617109934488,0.08027294319084828,0.009008089701334635,2.9736021254650284e-07,0.07200000000000001,1,0.95,1,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 99, 'subsample': 0.9900000000000001}",-5007041498.666383,-5097811453.187939,-4985175141.345375,-5030009364.399899,48767317.12009882,481
8.515072663625082,0.03850874262062304,0.009008248647054037,2.247831920581015e-07,0.07200000000000001,1,0.95,1,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.81}",-4999376137.755245,-5095312361.945489,-4973739259.19364,-5022809252.964791,52324869.76888278,436
9.476279656092325,0.025060453592229963,0.008674701054890951,0.0004717637343728811,0.07200000000000001,1,0.95,1,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.9}",-5001222049.279547,-5099057207.274239,-4979442343.8358345,-5026573866.79654,52019002.152471215,457
10.464844862620035,0.01533993621444077,0.008340994517008463,0.0004717637343728811,0.07200000000000001,1,0.95,1,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.9900000000000001}",-5005013192.496467,-5096292160.004096,-4983152455.75426,-5028152602.751607,49001512.89944614,469
8.702576239903768,0.09689846252634614,0.009341875712076822,0.0009438646234519682,0.07200000000000001,1,0.95,1,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 101, 'subsample': 0.81}",-4997761750.505934,-5094047555.102787,-4971897989.079378,-5021235764.896033,52557277.539948225,433
9.664784749348959,0.05817897735955769,0.009007851282755533,2.247831920581015e-07,0.07200000000000001,1,0.95,1,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 101, 'subsample': 0.9}",-5000142244.437338,-5097141202.030135,-4977198338.383195,-5024827261.616889,51984518.14289318,445
10.704062461853027,0.07663044583635636,0.00867478052775065,0.0004718199201299551,0.07200000000000001,1,0.95,1,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 1, 'n_estimators': 101, 'subsample': 0.9900000000000001}",-5003727293.181466,-5093907561.043554,-4980976530.287654,-5026203794.837559,48766445.23932249,451
8.571123441060385,0.0906667744596251,0.009008407592773438,0.000817118757102258,0.07200000000000001,1,0.95,2,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 99, 'subsample': 0.81}",-5000734690.014686,-5097208584.825581,-4975470583.792971,-5024471286.21108,52456996.50251249,442
9.518985191980997,0.0038624175502343676,0.008341073989868164,0.0004718761259665186,0.07200000000000001,1,0.95,2,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 99, 'subsample': 0.9}",-5002534806.23424,-5101530836.783733,-4981358133.777687,-5028474592.26522,52376992.47726134,472
10.468515078226725,0.04394864846239433,0.009008248647054037,2.247831920581015e-07,0.07200000000000001,1,0.95,2,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 99, 'subsample': 0.9900000000000001}",-5007041498.666383,-5097811453.187939,-4985175141.345375,-5030009364.399899,48767317.12009882,481
8.549437363942465,0.09758166466685901,0.009008328119913736,1.1239159602905075e-07,0.07200000000000001,1,0.95,2,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.81}",-4999376137.755245,-5095312361.945489,-4973739259.19364,-5022809252.964791,52324869.76888278,436
9.571366310119629,0.0690764495734112,0.008674383163452148,0.0004720447033220132,0.07200000000000001,1,0.95,2,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.9}",-5001222049.279547,-5099057207.274239,-4979442343.8358345,-5026573866.79654,52019002.152471215,457
10.566895961761475,0.06715619363525134,0.007673501968383789,0.0004717078900507154,0.07200000000000001,1,0.95,2,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.9900000000000001}",-5005013192.496467,-5096292160.004096,-4983152455.75426,-5028152602.751607,49001512.89944614,469
8.666544278462728,0.07603604651008976,0.008674303690592447,0.0004713142484024804,0.07200000000000001,1,0.95,2,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.81}",-4997761750.505934,-5094047555.102787,-4971897989.079378,-5021235764.896033,52557277.539948225,433
9.624414682388306,0.02506029912355459,0.009341796239217123,0.0004714827855295644,0.07200000000000001,1,0.95,2,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.9}",-5000142244.437338,-5097141202.030135,-4977198338.383195,-5024827261.616889,51984518.14289318,445
10.710401932398478,0.13247694387434053,0.009008248647054037,1.1239159602905075e-07,0.07200000000000001,1,0.95,2,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.9900000000000001}",-5003727293.181466,-5093907561.043554,-4980976530.287654,-5026203794.837559,48766445.23932249,451
8.536092201868692,0.07995794756148059,0.008674303690592447,0.0004721570949180422,0.07200000000000001,1,0.95,3,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.81}",-5000734690.014686,-5097208584.825581,-4975470583.792971,-5024471286.21108,52456996.50251249,442
9.526325623194376,0.0731202377090241,0.009341716766357422,0.0004717075687024718,0.07200000000000001,1,0.95,3,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.9}",-5002534806.23424,-5101530836.783733,-4981358133.777687,-5028474592.26522,52376992.47726134,472
10.374762773513794,0.02125353825237124,0.00800760587056478,1.1239159602905075e-07,0.07200000000000001,1,0.95,3,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.9900000000000001}",-5007041498.666383,-5097811453.187939,-4985175141.345375,-5030009364.399899,48767317.12009882,481
8.50539747873942,0.0830587489218725,0.008674701054890951,0.00047210098942394396,0.07200000000000001,1,0.95,3,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.81}",-4999376137.755245,-5095312361.945489,-4973739259.19364,-5022809252.964791,52324869.76888278,436
9.665785551071167,0.06076778607040353,0.008674542109171549,0.0004719885175601573,0.07200000000000001,1,0.95,3,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.9}",-5001222049.279547,-5099057207.274239,-4979442343.8358345,-5026573866.79654,52019002.152471215,457
10.672678311665853,0.08707811722775478,0.009008487065633139,2.9736021254650284e-07,0.07200000000000001,1,0.95,3,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.9900000000000001}",-5005013192.496467,-5096292160.004096,-4983152455.75426,-5028152602.751607,49001512.89944614,469
8.720259269078573,0.015186718374184522,0.008341153462727865,0.00047181996028893236,0.07200000000000001,1,0.95,3,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.81}",-4997761750.505934,-5094047555.102787,-4971897989.079378,-5021235764.896033,52557277.539948225,433
9.720835367838541,0.11120451355338323,0.008674383163452148,0.0004720447033220132,0.07200000000000001,1,0.95,3,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.9}",-5000142244.437338,-5097141202.030135,-4977198338.383195,-5024827261.616889,51984518.14289318,445
10.684044122695923,0.013707609204030396,0.009008487065633139,2.9736021254650284e-07,0.07200000000000001,1,0.95,3,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 0.95, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.9900000000000001}",-5003727293.181466,-5093907561.043554,-4980976530.287654,-5026203794.837559,48766445.23932249,451
0.00667270024617513,0.0009435274687457621,0.0,0.0,0.07200000000000001,1,1.045,1,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 99, 'subsample': 0.81}",,,,,,487
0.0073397159576416016,0.00047187620627490306,0.0,0.0,0.07200000000000001,1,1.045,1,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 99, 'subsample': 0.9}",,,,,,487
0.0073397159576416016,0.0004720447033220132,0.0,0.0,0.07200000000000001,1,1.045,1,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 99, 'subsample': 0.9900000000000001}",,,,,,487
0.008007049560546875,1.9466795466607238e-07,0.0,0.0,0.07200000000000001,1,1.045,1,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.81}",,,,,,487
0.007006168365478516,0.000817118757102258,0.0,0.0,0.07200000000000001,1,1.045,1,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.9}",,,,,,487
0.007339874903361003,0.00047159517711601586,0.0,0.0,0.07200000000000001,1,1.045,1,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.9900000000000001}",,,,,,487
0.0073401133219401045,0.0004715954985408437,0.0,0.0,0.07200000000000001,1,1.045,1,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 101, 'subsample': 0.81}",,,,,,487
0.007673184076944987,0.00047181996028893236,0.0,0.0,0.07200000000000001,1,1.045,1,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 101, 'subsample': 0.9}",,,,,,487
0.007339954376220703,0.0004717075687024718,0.0,0.0,0.07200000000000001,1,1.045,1,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 1, 'n_estimators': 101, 'subsample': 0.9900000000000001}",,,,,,487
0.005671898523966472,0.00047181992012995503,0.0,0.0,0.07200000000000001,1,1.045,2,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 99, 'subsample': 0.81}",,,,,,487
0.006339073181152344,0.0004715389511856095,0.0,0.0,0.07200000000000001,1,1.045,2,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 99, 'subsample': 0.9}",,,,,,487
0.0063389937082926435,0.00124810577428715,0.0,0.0,0.07200000000000001,1,1.045,2,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 99, 'subsample': 0.9900000000000001}",,,,,,487
0.007006327311197917,0.000817216081416771,0.0,0.0,0.07200000000000001,1,1.045,2,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.81}",,,,,,487
0.006339867909749349,0.0004730000419029561,0.0,0.0,0.07200000000000001,1,1.045,2,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.9}",,,,,,487
0.007340272267659505,0.000943471257886636,0.0,0.0,0.07200000000000001,1,1.045,2,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.9900000000000001}",,,,,,487
0.008340994517008463,0.0004717637343728811,0.0,0.0,0.07200000000000001,1,1.045,2,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.81}",,,,,,487
0.007339874903361003,0.0009436960812340846,0.0,0.0,0.07200000000000001,1,1.045,2,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.9}",,,,,,487
0.007673343022664388,0.000472100909153797,0.0,0.0,0.07200000000000001,1,1.045,2,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 2, 'n_estimators': 101, 'subsample': 0.9900000000000001}",,,,,,487
0.007673819859822591,0.00047210098942394396,0.0,0.0,0.07200000000000001,1,1.045,3,99,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.81}",,,,,,487
0.007673184076944987,0.0004719885978494184,0.0,0.0,0.07200000000000001,1,1.045,3,99,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.9}",,,,,,487
0.0063389937082926435,0.0004719323518753975,0.0,0.0,0.07200000000000001,1,1.045,3,99,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 99, 'subsample': 0.9900000000000001}",,,,,,487
0.005671898523966472,0.0017010774301989757,0.0,0.0,0.07200000000000001,1,1.045,3,100,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.81}",,,,,,487
0.005670626958211263,0.0012472776507897753,0.0,0.0,0.07200000000000001,1,1.045,3,100,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.9}",,,,,,487
0.005338271458943685,0.001887111095635937,0.0,0.0,0.07200000000000001,1,1.045,3,100,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 100, 'subsample': 0.9900000000000001}",,,,,,487
0.007006406784057617,1.9466795466607238e-07,0.0,0.0,0.07200000000000001,1,1.045,3,101,0.81,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.81}",,,,,,487
0.00567166010538737,0.0009436398603393995,0.0,0.0,0.07200000000000001,1,1.045,3,101,0.9,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.9}",,,,,,487
0.006672779719034831,0.0009438084326729295,0.0,0.0,0.07200000000000001,1,1.045,3,101,0.9900000000000001,"{'learning_rate': 0.07200000000000001, 'max_depth': 1, 'max_features': 1.045, 'min_samples_leaf': 3, 'n_estimators': 101, 'subsample': 0.9900000000000001}",,,,,,487
