PC1,PC2,Cluster
-0.4273786,-1.161488,0
1.2659563,-0.11709312,2
1.23314,-0.108947046,4
-0.4473064,0.89955497,1
0.56903267,0.8677559,1
0.48819402,-0.9650383,0
-1.1269594,-0.11445508,3
-0.18611516,-0.116938464,1
-0.4870736,-0.9420585,3
1.2658116,-0.0036605673,2
-1.1882374,-0.021987624,4
-0.17282706,-0.11447992,0
0.33506697,-0.15269312,2
0.5506303,0.89921427,4
-0.4342514,-0.97893983,3
0.3102956,-0.14543663,4
-0.39394078,0.894163,4
-0.16078366,-0.03776452,0
1.2188498,-0.09648803,2
-0.42929408,-0.972615,3
1.3040789,-0.16624112,2
0.5230733,0.9240017,4
1.2227567,-0.1206077,2
-0.4157823,-1.0096263,0
0.5944255,0.8438071,1
-0.32500178,0.81044894,1
0.5675137,0.9834036,4
0.50919837,0.8964273,1
-0.40984827,0.86478406,1
0.30781284,-0.15964754,2
-1.177541,0.02535407,0
-0.16609198,-0.19864738,0
0.5731271,0.8950967,4
1.2636935,0.0089158565,2
-0.13966867,-0.14263847,0
-0.4701331,-1.0612168,3
0.59608674,0.8328289,1
-1.2091683,0.032937698,3
0.2628495,-0.0702462,4
-0.37572628,0.8807978,1
-1.1794579,-0.08890117,3
0.60638654,0.8589683,1
0.27929643,0.0077889375,2
0.50212497,0.90621084,1
-1.1534184,-0.13096774,4
-0.42253593,-0.987123,3
-0.50889534,-0.9421907,4
1.2286351,-0.09596077,2
0.27629852,0.019577064,2
1.2517653,0.047461133,4
0.32314426,-0.16195244,2
-0.18761207,-0.12380999,1
0.5614399,0.857531,1
-0.4631059,0.9414359,1
-0.4489257,-0.9767072,0
0.31357947,-0.03063513,2
-0.4204616,-1.151006,0
-0.3952428,0.8858615,4
0.51480407,0.8771006,1
-0.21645315,0.029283404,1
-1.1838121,-0.08666624,0
0.48088312,-1.0711274,2
-0.39592713,1.0229077,1
0.57018566,0.98160976,1
-0.40031344,1.0148253,1
-0.42898196,0.9086099,1
-1.1765156,-0.056273025,3
-1.1829555,-0.08046183,3
0.5172315,-1.0222971,2
0.47219825,-0.94354314,4
-0.1977749,-0.11639343,0
-1.1577314,0.03667793,3
-0.23328322,-0.11714172,1
0.5385561,0.87685525,1
0.356467,-0.16301233,2
1.2445043,0.02064613,2
0.54426306,0.868398,1
-1.1983508,-0.044380657,3
-0.3841429,0.861804,1
0.49732003,-0.97348064,2
-1.1211623,-0.12668625,0
0.57950366,0.9875332,1
0.5446406,1.0146186,1
-0.20861636,-0.068965174,4
0.57342505,0.9781728,1
0.54129833,-1.1246002,0
-0.18560146,-0.12527198,0
-0.41738778,-1.132698,0
-0.4621892,-1.0690275,3
0.49751687,-0.9713084,0
0.5595108,-1.1697422,2
0.511696,-1.1255482,0
1.2980764,-0.20803256,2
-0.38558432,0.9945619,4
0.5838281,0.9836529,1
-0.37475628,0.996018,1
0.5373154,0.99923795,4
-1.1713271,0.02843556,4
0.5098506,-1.1151923,2
0.32757607,-0.014634176,2
-1.1700355,-0.1212894,3
-1.214663,-0.075629085,3
-0.45684165,-1.1050348,0
-0.20338893,-0.14942427,1
0.5124157,-1.11054,4
-0.44070315,-0.9567575,3
-0.18344697,0.0069853333,0
-0.45215297,-0.9885621,3
1.3135321,-0.19743583,2
-0.16396995,-0.12589653,0
0.4772256,0.9254805,1
1.311146,-0.1752565,2
0.5665251,-1.1746602,0
-0.427469,-1.1164669,0
1.2785171,-0.0027453536,4
-0.44623366,-1.1417558,3
0.5631811,0.9743637,1
0.51862603,-1.1384203,2
-1.1852683,0.032847997,0
-1.1615347,0.049045015,3
-1.1935383,-0.0707419,0
-0.17624003,-0.15927123,0
0.27851498,0.024970694,2
-0.18481345,-0.10223658,1
-0.46122253,-0.98630095,0
-0.4516407,-1.0766197,3
0.53470296,-1.0472448,0
1.2519221,-0.0029647688,4
-0.5064283,-1.0754257,3
0.31731993,-0.1369396,2
0.5870437,1.0001839,4
0.28427356,0.025024183,2
-0.42854327,-1.1411761,0
1.2912924,-0.014586076,2
1.2703707,-0.0046472633,2
-0.3681776,0.86936295,1
-0.41384536,0.96201223,1
0.53084695,-1.1192881,0
0.5254071,0.91148216,4
-0.40804437,0.8920175,4
-0.49508268,-0.9805419,3
-0.44347405,-1.1181666,3
-1.1231041,-0.10767286,4
0.5381545,0.8562723,1
-1.1527675,0.03593939,3
-0.42018604,0.9153441,1
0.53157204,0.8924593,4
0.2904655,-0.12090428,2
-0.4310691,1.0478184,4
-1.1576121,0.026472114,3
1.2610267,-0.1348907,4
-1.1372609,-0.10052036,3
-1.126531,-0.13020687,3
-0.21617025,0.04569343,1
-0.4443614,-1.1184071,3
-0.43502498,0.89477146,1
-0.20233461,-0.12583987,1
0.5470634,0.8739917,1
0.36181334,-0.15575355,2
-1.2076665,-0.06407701,3
0.28951532,-0.13867453,2
0.31256837,0.026879787,2
-0.42370865,-1.126957,0
-1.1578563,-0.12276005,3
0.5375253,-1.0988992,0
-1.1667929,0.038081475,4
0.54666555,-1.1616205,0
-1.1806042,0.02480553,3
0.5368405,-1.0292906,2
0.59196025,0.81085265,1
-1.1519645,-0.11285809,3
1.2549366,-0.042539246,2
-1.1536887,-0.0868803,3
-0.16180527,-0.16336183,0
-0.45082816,-1.0154214,3
-1.1596309,-0.09188326,4
-1.1274196,-0.11368993,4
0.32877934,0.0049403957,2
-0.44870368,-1.1165695,0
-0.16163906,-0.010684707,0
-0.48246732,-1.0201739,4
-0.15256076,-0.115209535,1
-0.20729864,-0.08416951,1
-1.1779675,-0.07001411,0
-1.1696621,-0.048621424,4
-0.4511856,-0.9476263,4
-0.1797358,-0.0110346535,1
-0.2164596,-0.11056761,1
-1.179433,-0.09468861,0
-1.2082193,-0.09833512,3
-0.4045235,0.8669513,1
0.5081403,1.0425922,1
-1.1033261,-0.12964647,0
-0.4160349,-1.0929816,4
-0.19708996,-0.10078916,0
-1.1601212,-0.085071996,3
1.286199,-0.15917432,4
-0.4044641,-1.166265,0
-0.4429397,-0.9524013,4
-0.45575616,-1.0722826,3
0.56226295,0.8319909,1
-1.1252686,-0.034066934,0
0.5810756,0.7926721,1
-0.45690727,-1.0842197,3
0.5626401,-1.1453521,0
0.5667884,0.88752586,1
-0.38646019,0.9879948,1
-1.1726242,0.06728066,3
0.26200807,0.037687685,4
0.5711162,0.87852407,4
-1.1902106,-0.07241515,4
0.5447261,1.0108304,4
-1.1727915,0.073661104,4
-0.48268804,-0.96833843,3
-0.21434811,-0.07579149,1
0.26797944,-0.097520046,2
-0.40443078,-1.1438857,3
-1.2004285,0.04248693,3
-0.15587498,-0.12726653,0
-0.18958816,-0.15335086,1
0.5272264,0.85990524,1
-0.2059426,-0.12047098,1
-0.46161678,0.93352824,1
-1.1761335,-0.099416964,4
-0.4659436,-1.089947,0
-0.41212767,-1.1274943,0
1.2901281,-0.17278346,2
-0.43748674,-1.0070649,3
1.260952,-0.15368763,2
0.559065,0.8812608,4
0.5478043,1.0161918,1
-1.1603452,0.037848104,3
0.5482263,0.8256246,1
-0.41301927,-1.0946071,4
-0.14954948,-0.043048218,0
0.5077654,0.8508123,1
-1.2254717,-0.08499811,3
-0.23529564,-0.07217328,4
-1.1705085,-0.07764691,3
-0.42214054,-1.1436955,0
-0.43246058,-1.1047583,0
-1.1637523,0.014465508,3
-1.1667447,0.023303082,3
-0.18649612,-0.10615757,0
0.2643632,-0.11727424,2
0.58967155,0.8288053,1
0.31635296,-0.045346163,2
-0.45499492,1.0425483,4
-0.3795154,0.98470825,1
-0.19581243,0.0016766379,4
-0.50544107,-0.9654371,3
-1.1987791,-0.080375746,3
-0.16442809,-0.14828743,1
-0.40499622,0.8763011,1
1.2638106,0.011797076,2
-0.39308357,0.893621,1
-0.21092549,0.051783677,4
1.258324,-0.021426715,2
-0.16619232,-0.12799026,1
0.5240006,0.91273355,1
-0.4158747,-1.1155399,0
-1.1783185,-0.085214965,0
-0.169258,-0.01277208,1
-0.4248553,-1.1580421,0
-0.14304283,-0.15884447,0
0.31010422,-0.13252497,4
0.5816679,0.8152934,1
0.54683423,0.8990593,4
-0.43463618,0.8866019,1
-0.4344723,1.0556022,1
-0.4705896,-1.0786049,3
0.35897523,-0.01623026,2
1.2432393,-0.12793426,2
-0.3721349,0.994413,1
-0.21654265,-0.08737333,1
0.5036914,-1.1460243,2
-0.4797069,-1.0927249,0
0.5762644,0.9521782,1
0.5277037,0.90745133,1
-0.43619302,0.9300604,4
1.3095086,-0.17418332,2
-0.4762649,-0.9809345,3
-0.45660585,1.0236996,1
0.2973993,0.025006074,2
-1.150054,-0.09039185,3
1.273245,0.0075364215,2
-0.21999978,-0.08593107,1
-0.40638226,0.89667547,4
-1.1601387,0.014862563,3
0.28161252,-0.0030867495,2
-0.40774044,0.9046521,4
-0.39911947,0.87241435,1
-1.1518735,-0.093751974,4
-0.43970054,-1.097435,0
-0.43411162,-0.9637655,3
0.5219382,-1.0621371,4
0.53841513,-1.1359941,0
-0.39653653,0.9906065,1
-0.40551284,0.85868895,1
-0.40869355,-1.0108193,4
-1.184929,0.056321703,3
1.248507,0.018523376,2
-0.40015852,0.88799,1
-0.14581963,-0.14428005,0
0.5125293,-0.992061,2
0.54070276,0.98455495,1
-0.4282657,-1.0142411,3
-0.38677758,0.85853255,1
0.54491323,0.8994247,1
-0.39459252,0.88678455,1
-0.21495731,-0.08838239,1
0.26943982,-0.10320722,2
0.29326245,-0.09117728,4
-0.44549188,1.0032632,1
1.2699035,-0.1120259,2
-1.1376934,0.02017762,0
0.53738594,-1.1263349,4
-0.2108389,-0.087298766,1
-0.37179112,0.8501962,1
-1.1812326,-0.0869226,4
-1.17272,0.0071246573,3
0.5988722,0.79269344,1
-0.47657302,-0.962847,3
-0.20734125,0.046025872,1
0.48542663,-1.0952475,0
0.56777513,0.8763856,4
0.5984916,0.81513005,1
0.60606426,0.83721435,1
-0.22884254,-0.09232588,1
-0.38051096,0.8663948,1
0.29623452,-0.002901137,2
0.32516578,-0.15795912,4
0.54110736,-1.1467397,4
-0.16742046,-0.11879145,4
1.240377,-0.10156562,2
-0.45975578,-0.971021,4
1.2583395,-0.15623823,4
-0.43452406,0.89453435,1
0.58582985,0.9329183,1
0.50895876,-0.99102587,0
1.2409025,-0.11168917,2
-0.44819865,-0.981307,3
0.61724186,0.831591,4
-0.4198248,0.87124836,1
-0.42408782,0.90745705,1
-0.16581492,-0.0010467472,0
-0.48599187,0.9504485,1
1.2501004,-0.12539355,2
-0.41099393,1.0425656,1
-0.21193151,-0.108479895,4
-0.46398908,0.93444085,4
1.209718,-0.0876935,2
-0.4415117,-1.1229115,3
0.5622041,0.9012869,1
1.2707586,-0.023002021,2
-1.2007436,0.047662545,3
-0.4415476,-0.9957941,3
0.5324666,-1.1428705,0
-0.20767568,0.011787722,1
-1.181184,-0.09166241,3
0.5550509,-1.128452,0
-0.3801584,0.82277495,1
-0.23053318,0.022125492,1
-1.1797303,-0.124567956,3
-0.18738933,0.00039587743,0
0.5160602,-1.015087,0
0.60931647,0.83505017,4
-0.42150316,-1.130387,0
-0.42718804,-1.11889,4
-0.36721817,0.84418833,1
0.5368697,1.0191107,1
-0.1628965,0.0021064212,0
1.2920587,-0.0007642384,4
1.2942233,-0.042039435,2
-0.17668,0.03127066,0
0.5187542,1.0513259,4
-0.40519932,1.0028222,1
-0.35587895,0.98297477,1
1.2907774,-0.15449412,2
-1.1562388,0.017613914,4
-0.3906061,0.9915478,1
1.3063349,-0.033963695,2
0.2841741,-0.16094053,2
-0.41663766,0.8928702,1
-0.17102455,-0.12472855,0
-1.1748836,-0.10396581,3
0.5416097,-1.122078,2
-0.4151407,0.92180073,1
0.58108646,0.8502633,1
-0.16830492,-0.13191625,1
1.2694596,-0.03699988,2
0.5613527,0.8668108,4
-0.43112433,-1.1348853,0
0.30979607,0.028872967,2
0.28364253,-0.03398811,2
0.54509026,-1.1349388,2
-0.42209306,-1.1353157,0
0.5462434,-1.0094645,0
0.58158916,0.8415992,1
-1.1603591,0.020336403,3
0.33788738,-0.12704541,2
1.2346394,0.0036499903,2
0.2991327,0.036284935,2
0.54341704,-1.1041247,4
0.24374479,-0.07774427,2
0.5773752,0.9930285,1
1.2397017,-0.01710645,2
-0.496339,-1.087464,3
0.32023525,-0.11242593,4
0.5278774,-1.1406993,2
0.32393846,-0.049681798,2
1.25003,-0.1009101,2
0.565752,0.83945525,1
0.32140392,-0.12469028,2
1.2678655,-0.1149146,2
1.2529615,-0.16023228,2
0.3337038,-0.0014143557,2
-1.1695272,0.052451562,3
1.2163894,-0.10503834,4
0.32598147,-0.16486578,2
0.5875551,0.8310794,1
0.52608585,-1.1292788,2
-0.45504674,0.9474208,1
-1.149156,-0.105635725,3
0.5537015,-1.0181814,2
-0.44638216,0.9446974,1
0.2621579,-0.11443399,2
-0.46818286,-0.9567944,4
-1.1735971,-0.079656824,3
-0.46033093,-1.0877002,3
-0.3764268,0.8474352,1
-0.4443298,0.9204762,1
-1.137577,-0.12393998,3
-0.45179278,1.0388155,1
-1.1650048,0.04158286,4
1.2716867,-0.16107138,2
-0.42925814,-1.1223505,3
-0.4578674,-1.0774052,3
-1.1564611,-0.064496405,4
-0.42259237,0.90469146,1
-0.45045078,-0.988666,0
0.5550275,-1.1479098,0
-1.1771866,-0.07898452,0
1.2910597,-0.15177795,2
0.500864,-0.95603603,4
0.29606426,0.01039196,2
0.49916795,-0.9763537,4
0.26706854,-0.13616331,2
0.60037243,0.84620804,1
0.32157016,-0.12933919,2
0.51029587,-0.99618584,2
-0.46712643,0.93832356,4
0.5523197,0.8869378,1
-0.41289893,0.8680419,1
-1.1721135,0.039495807,3
0.56090474,0.8507148,1
-0.17439733,-0.018376792,0
-0.40164676,0.89071727,1
0.2591226,-0.103137076,2
0.29142886,-0.09423285,4
0.3007818,-0.13223329,2
-0.18441465,0.046161443,0
-0.1493692,-0.16552679,0
-0.4396501,1.041298,4
-1.1272382,0.03599415,0
-0.4537291,-0.9459224,3
0.57630384,-1.1596301,0
0.29483345,-0.12819666,2
-0.21136978,-0.10899922,1
-0.46933192,-1.1163436,3
0.57850754,0.93544084,1
0.3137132,-0.14446656,2
1.287004,-0.15196574,4
0.5263048,-1.1290388,4
0.53095937,1.0188423,1
-0.45838693,-1.095865,0
0.2885509,-0.07137149,2
-0.44060162,1.0814295,4
0.3396737,-0.19389252,2
0.5099594,0.93653053,1
1.2528799,-0.13216889,2
-0.45374158,-1.0723281,3
-1.138385,-0.09090163,4
-0.37420103,1.0036203,4
-1.1556553,-0.082141116,0
-0.45976403,-1.0890707,3
-1.1667958,-0.10885414,3
-1.1552941,-0.09122255,3
0.57279766,0.99942255,4
0.5343857,-1.1224488,4
0.51405215,-1.096865,0
0.587292,0.835165,1
-0.19716074,-0.12974656,0
1.2999187,-0.15321653,2
0.52489924,1.0155356,1
0.32944533,-0.016539877,2
0.5351444,-1.1424862,0
-0.4051259,0.89076674,1
0.29572442,-0.12019315,2
-0.44311064,-1.1179574,0
-0.16133109,-0.17419653,4
-1.1692966,-0.054732684,0
1.229061,-0.122594655,2
0.57178974,1.0053428,1
-0.39819175,0.85369366,1
0.29525882,-0.12260762,4
-1.1850767,0.055021036,3
-0.42821425,0.90346646,4
0.31807086,-0.0435987,2
0.56043845,0.87557185,1
-0.4477451,-1.11664,3
-0.13893744,-0.036407188,0
1.2425213,0.017605977,2
0.5585436,0.98388714,1
-0.4016556,0.87093276,1
-1.1719605,0.043435913,4
1.2908947,-0.036990635,2
0.27680033,-0.14117296,2
-0.38375932,1.0076281,1
1.2842227,-0.16828826,2
-0.41777498,1.0078672,1
1.2548032,-0.13250443,2
1.2463017,-0.10506685,2
-0.3888751,1.0162572,1
0.5136104,-1.1297394,0
1.2410989,0.009530887,4
-0.43564504,0.92784685,1
1.27259,-0.14836821,4
0.58014816,0.97807455,4
1.2446482,-0.105415,2
0.559808,0.8660161,1
1.235035,0.007313264,2
-0.438551,-0.99565995,3
0.46117294,-1.0760338,2
0.5338208,1.0363743,1
0.2812696,-0.10853399,2
-0.21266057,0.03731794,1
-1.1757896,0.09246374,4
0.55479354,0.88494724,1
0.2838999,0.03832665,2
1.3243673,-0.2067123,2
-1.1436266,0.018513432,0
-1.1874647,0.050098255,3
1.2994806,-0.14245315,2
1.2568879,0.017945299,4
0.2916876,-0.141893,4
0.5517066,-1.1725744,0
-0.44450724,-1.1429625,0
-0.41537645,-1.1308075,3
0.5709367,0.8995127,1
0.3107942,-0.14467709,2
1.3259964,-0.1832844,2
-0.20238368,-0.118658066,0
-0.21967658,-0.095697895,0
-0.17830262,-0.12012931,1
-0.44252503,0.89548755,1
-0.40614915,0.9983742,1
0.5384777,-1.1445092,0
-1.1023183,-0.13461219,0
0.35138124,-0.14992398,2
-1.2091224,-0.036633894,3
1.2684189,-0.14840011,2
1.2728541,-0.14583397,2
-0.39269978,0.8741336,1
0.52159137,-1.1232296,2
-0.49599153,-1.0499729,3
-0.4193985,0.83325845,1
-0.41534984,-1.1382658,0
1.2824751,-0.036416866,2
-0.36208603,0.9845622,1
0.49267367,-0.9658463,2
-0.42651716,-1.1495628,3
-0.45198953,-1.083236,3
-0.44205084,-0.9709059,4
0.30922773,-0.0043712603,2
-0.2324745,-0.12360911,1
0.28411946,-0.023652554,2
-0.21392842,0.029943278,1
1.267504,-0.16611262,2
-1.1506325,-0.087128125,3
-0.3981494,0.8471871,1
-1.208416,-0.040101912,3
-0.4867075,-1.1155913,3
1.3043187,-0.1497051,2
-0.42996556,-1.1475382,3
-1.1538674,0.031582914,3
-1.1425537,-0.072650015,4
-0.4306717,1.0547339,4
0.52202857,-1.0348115,2
0.5548205,0.9264073,4
-0.1907993,-0.080635935,1
-0.41483006,-0.9697381,0
-0.40887487,1.0032134,1
0.575132,0.82528436,1
-0.21366645,-0.08519002,1
0.5360837,-1.1659558,0
-0.39919794,0.99830735,1
0.49679086,-1.0848048,2
-0.24362154,-0.04913203,4
-1.18108,-0.096525535,3
-0.34186757,0.83546615,1
0.31149897,0.022391006,4
-0.17841017,-0.11493851,1
1.2896494,-0.15089883,2
0.27325177,-0.12448427,4
0.52541995,-0.98609,0
-0.4228785,-1.1215715,0
0.55856663,0.89174855,1
1.251743,-0.100308776,4
-0.40323594,-0.96484524,3
-0.20068394,-0.12170403,1
0.57072264,0.83892184,1
-0.43282968,-0.97397214,0
0.5669358,-1.0251939,0
0.29813725,-0.13233955,2
0.54108214,1.0238422,4
1.2735512,0.0046551493,2
-0.20581232,0.027150651,0
-0.3906757,0.9919086,4
0.33847567,-0.0104397945,2
0.2749007,-0.09265295,2
-1.1708657,-0.11937166,3
-0.44436714,-0.9821515,0
0.5424965,1.0079674,4
1.2346861,0.0055226316,2
-0.46123296,-1.1060755,3
1.2270116,-0.11003026,2
-0.45448598,-1.0893654,0
-1.1394688,-0.15095471,0
-0.34682098,0.8410701,1
0.24633798,-0.062013537,2
-1.1923492,0.046867784,3
1.313448,-0.18744704,2
1.275102,-0.16568236,2
0.5394314,0.89599633,1
1.2927105,-0.13632755,2
-0.4308718,0.8977159,1
-0.41340253,1.0313033,1
0.529466,-1.1121719,0
0.2904627,-0.13796468,2
-0.43640238,-1.0892973,4
1.2634245,-0.13028051,4
-0.4578882,-1.1316941,3
-0.443602,-1.1038058,0
-0.18600126,-0.10362799,0
1.2698249,-0.18585198,2
0.2859603,-0.08424212,4
0.5202166,-1.0582414,4
-0.37251028,0.9798806,1
-0.20165002,-0.08611291,4
0.53988737,1.0032599,1
0.534357,0.8526247,1
1.2485688,-0.10615088,4
1.2784482,-0.16057849,2
0.53461194,0.9102987,1
-1.1764358,-0.04920175,0
-0.49478486,-1.0890765,3
0.25659463,0.014599753,4
0.52903986,-1.154018,2
1.2617754,-0.14507198,2
0.5531659,0.9192858,4
-0.20994449,-0.10288913,0
1.2178816,-0.09918877,4
-0.16806865,-0.016181499,0
0.56917053,0.885861,1
0.5457419,0.86043537,1
-0.45904753,-1.0901664,3
0.5253661,0.9778512,1
0.55621624,0.9958137,1
1.2571245,-0.0040332354,2
-1.1453711,-0.10157996,4
0.59158653,0.9686397,1
-0.21031597,-0.10734759,1
-0.4183796,1.0217805,4
-1.1750499,-0.07483025,4
