PC1,PC2,Cluster
-1.1222509,-0.14965409,0
1.2543612,-0.018050892,4
0.27149132,0.0030173403,4
-1.167184,-0.08354863,4
-0.41737384,1.0545667,1
-0.43814474,0.91862655,1
-0.42011037,0.92381775,4
-0.3906623,0.88289404,1
0.5061333,1.02738,1
-0.42806032,-0.96355283,3
0.4927522,-0.9700027,0
0.5809029,0.823467,1
-0.19813552,0.02410404,0
1.2813382,-0.1953408,2
0.559278,0.85520595,1
1.2687966,-0.14873308,2
-0.38373646,0.86049294,1
0.5544932,0.98591065,1
-0.18942949,0.029613093,4
0.48084646,-1.0882788,2
0.5529859,0.897549,4
1.3080934,-0.025009332,2
0.528101,0.9230854,4
0.5057321,-1.138063,0
0.4906227,-1.1098273,0
0.5779842,-1.047698,0
-0.48252195,-0.95529896,3
-0.17699394,-0.12789391,1
1.2755889,-0.13985157,2
-0.46939242,-1.0876422,4
0.3330306,0.015167044,4
1.2300426,-0.13209362,2
1.2793298,-0.16320322,4
1.2174275,0.04132669,2
-0.14915277,-0.1259811,0
-0.36892322,-1.0119025,0
-0.42699668,-1.0995475,3
1.2437369,0.017582694,2
-0.41302606,0.88030064,1
1.2518896,-0.112845905,2
0.5085354,0.8922808,1
-0.44127083,-1.1223063,3
1.2494622,-0.11048273,2
-0.44461545,-1.0385598,0
1.2726318,-0.18776476,2
-0.37509143,0.86515635,1
0.5139207,1.053664,4
1.2567825,-0.15267342,2
-0.21436606,-0.080798954,1
0.32768154,-0.122527875,2
1.2646428,0.0056732334,4
-1.1736605,-0.0682132,3
1.2393055,-0.1415828,2
-0.3973368,0.98738927,1
-0.2142,-0.073390715,1
1.2521397,-0.12054838,2
-0.39391226,0.8466015,1
0.49877313,-1.078705,0
1.26289,-0.15127283,2
0.6017297,0.8292994,1
0.54407895,-1.016507,4
1.2781466,-0.16425774,2
-1.0988166,-0.15356432,3
-0.37762353,0.84717655,1
-1.1182764,-0.12024752,0
-1.2039537,0.08252054,3
-1.1679949,-0.06461443,4
0.5555273,-1.025799,0
-0.45102504,1.0518849,1
-0.4118701,0.88592416,4
-0.4002474,0.90638274,1
-0.4302938,1.040033,1
0.26175165,-0.11025632,4
1.2859842,-0.12194594,2
-0.38665587,1.0276649,1
0.5703513,0.9839607,4
0.5767958,0.85057867,1
1.3036276,-0.1644492,2
0.3114557,-0.015413833,2
-1.1487788,0.045197275,0
0.2900821,-0.041166235,2
-1.1640646,-0.08841078,4
0.4764978,-1.0907875,2
-0.40515146,1.026237,1
-1.1502467,-0.11737501,3
-0.46453708,-1.0867016,3
0.47459933,-1.1089988,4
-0.39748403,1.0015666,1
1.2508498,-0.029066721,2
-0.18952729,0.031222617,0
-0.3959996,0.8633609,1
-0.42144117,0.88150746,1
-1.1632998,0.03475571,0
1.2749344,-0.15866992,2
0.518266,0.90127206,1
0.59046006,0.9823827,4
0.29297683,0.025300413,2
0.5872787,0.8313482,1
1.2858939,-0.06211513,2
-0.4253781,0.91995674,1
-0.45032904,-1.0707325,4
-1.1053109,-0.123934716,3
0.5392783,-1.1606104,0
0.618618,0.97117996,1
-0.42578155,1.0430713,1
-1.1854966,-0.045933627,0
-1.1053821,-0.17665927,0
0.557969,0.98975694,1
0.32160592,-0.12253105,2
-0.4387201,0.867837,1
0.50733376,1.0040829,1
1.2404058,-0.12772839,2
1.2975824,-0.16102573,2
-0.4262437,1.0352124,1
-0.2257401,0.06227304,1
0.33724552,0.007131354,4
-0.45782107,-0.97820127,3
-0.20091903,-0.10412387,1
1.2780391,-0.15251741,2
1.2439154,-0.12389008,2
0.5974696,0.941639,1
-0.47244188,-1.0750085,4
0.27718115,0.013654251,4
0.30533102,0.020414745,2
0.3165496,-0.034023143,2
-1.17929,-0.084207214,3
-0.38001913,0.8816927,1
0.5298704,0.8791764,1
-0.44246048,-1.0948323,3
-0.40168333,0.89775646,1
0.29741073,0.014548664,2
0.323528,-0.014557498,4
-0.47414416,-0.97116363,3
-0.19397755,-0.12325564,1
-0.40305158,0.8487366,1
-0.42173272,0.98045075,1
-0.18869591,0.024140257,0
1.2868842,-0.009096629,4
-0.43308264,0.9111212,4
-0.41795892,1.023459,1
0.5862242,0.8362837,1
-0.38316745,0.86574847,4
-0.439348,-1.1143079,0
0.5358972,1.0289531,1
-0.42507327,0.9076166,1
0.51031184,-1.1310165,0
-0.2003361,-0.15112588,0
-0.19730586,0.01015252,4
1.2916063,-0.0032414051,2
1.2888057,-0.16125228,2
-0.39589608,1.0009464,1
0.59299815,0.8413695,4
-1.1524904,0.026609078,3
-1.1509151,-0.11158759,4
0.3094514,-0.0018039196,2
0.55761164,0.8489918,1
0.3141387,-0.010811684,2
-0.45758796,-1.0957265,0
0.30488378,-0.11189778,2
-0.47458574,-1.0961736,3
-1.1530102,-0.09194235,3
-0.41677895,0.9169281,4
0.5915643,0.81447965,1
1.3104829,-0.17137757,2
1.2402498,-0.12595676,2
-0.37400195,0.82720864,1
-0.43573332,1.0420073,1
-0.23419376,-0.0494035,4
-0.18616831,0.030360656,0
-0.40797785,0.87734336,1
-0.18658476,-0.13422136,0
-0.4592576,-1.077215,3
-0.19410537,-0.10578794,1
-0.4336164,0.83734035,1
0.28960612,-0.14450137,2
-0.48491335,-0.9553711,3
-0.18965703,0.006212399,1
0.5683771,0.88391155,1
-0.42043722,-1.1168988,3
-0.20941311,0.04264388,4
-1.1422473,-0.09152321,3
1.3286849,-0.18052694,2
-1.1669307,-0.095262036,3
-0.4352981,-1.1232027,0
0.5639037,0.84035724,1
-0.46004188,-1.1097684,3
1.2716163,0.0168119,2
1.2214223,-0.11615353,2
-0.45040938,-1.1050304,3
-0.42736658,-0.99314463,0
0.25563958,0.02234798,2
-0.40011367,1.0120176,1
0.52784723,-1.1398312,2
-1.2002636,-0.022585528,4
-1.1896904,-0.053040475,4
0.5288449,-1.148914,2
1.2920117,-0.13082017,2
-0.20558977,-0.08525845,1
-0.42254093,1.0057431,4
-1.196465,0.038642716,3
-0.4424756,1.040169,1
0.3058564,0.018076286,2
0.33112532,-0.15512073,2
-0.45902362,-1.0980829,4
-0.37983736,0.9603253,1
-0.4582406,-0.96507853,3
0.5929046,0.98709726,4
0.28216687,-0.07203594,4
-0.41544908,-1.0209043,0
0.5342315,-1.1360787,0
1.2593789,-0.13786778,2
-1.1374693,-0.0012835191,0
-0.36565816,0.85762364,4
-0.45076022,-0.9601549,4
-0.21012957,-0.093306504,1
-1.1543252,-0.08455091,3
-0.38442537,-1.1241391,4
-0.18812014,-0.10673741,4
-1.1811426,0.058991373,0
0.5653037,-1.1120156,0
-0.16713263,-0.10861354,1
-1.1588454,-0.09900244,0
0.54195297,0.87030315,1
-1.2117946,-0.046963148,3
-0.36971128,0.97965884,1
-1.1473374,-0.09860573,0
-0.48205563,-1.1269152,3
1.278525,-0.14304237,2
-0.39109075,0.9852737,1
-0.39201966,0.8629503,1
-1.1267527,-0.10640617,0
-0.22209695,-0.09878615,4
-0.19483443,-0.111651026,1
-0.4752877,-1.101121,3
1.2988398,-0.14899161,2
-1.16869,-0.07513596,0
-0.40679568,1.0144418,1
1.2264256,-0.12381722,2
-0.4717749,-0.9558554,3
0.32049894,-0.12352568,2
-0.1930703,-0.13758679,1
0.5343269,0.8735553,1
0.5956177,0.82544184,1
-0.43401453,-1.0997107,3
0.2815219,-0.0989681,4
0.32313064,0.011057358,2
0.54577816,-1.148393,0
0.31544164,-0.009581132,2
-1.1825352,0.043194856,3
-1.1905462,-0.054388475,3
-0.44074458,0.8803421,1
0.5448969,-1.110438,0
0.5503007,0.9920764,1
-0.43746054,-0.9705498,3
0.563057,0.8720267,1
-0.45073208,-1.1219975,0
-0.20224088,-0.114057414,0
0.5341518,0.8641748,1
-0.46344385,-0.95773363,3
-0.43140614,1.0137529,4
0.5117843,-1.1047363,2
1.2473477,-0.13841777,2
1.2369416,-0.16310741,2
-0.14928874,-0.04146663,1
-0.41901904,0.8722257,1
-0.45975634,-1.0071481,3
-0.19752398,-0.114267424,1
-0.4225969,0.9564773,4
0.518762,-0.97975373,2
-0.42675215,0.88546824,1
-1.1429921,-0.010861162,3
-0.17153028,-0.10207443,4
-0.43700257,-0.98304856,4
-1.1740227,-0.09455874,3
-0.20837612,-0.019179605,4
0.2941236,-0.115965836,2
-1.1578805,-0.108333066,0
-0.42408592,1.0162092,1
-0.46072084,0.9162783,1
0.5189917,-1.1104021,0
1.2426846,0.02634402,2
0.30689573,-0.13412091,2
-1.1221641,-0.122109495,0
-0.3830375,0.85350925,1
-0.38581705,0.87259114,4
-0.35484377,0.86358976,1
-0.4068395,1.0159711,1
1.2402257,-0.020125117,2
0.47945157,-1.089156,2
-0.40503243,1.0194442,4
-0.38704565,0.9799425,1
-0.43178275,0.9748498,1
0.52434784,0.90782326,4
0.31917456,-0.01460898,2
-0.41868484,-1.1190218,4
-0.22890413,-0.08268985,4
0.6024738,0.81972003,1
-0.4156135,0.89099395,1
1.2955148,-0.027015468,2
-0.4570393,0.92157227,1
0.5532318,-1.1362112,0
-0.44291174,0.89780015,4
-1.1684501,0.04780109,3
-1.1614367,-0.035996296,4
1.2542185,-0.08438363,4
0.31732768,-0.13360092,2
0.4672208,-1.0838522,2
0.29711252,-0.12729712,2
0.56223786,0.9872266,1
-0.44640228,-1.0713685,4
-0.3993474,-1.1440539,0
0.3348714,-0.16045606,2
0.32834163,-0.13640368,2
-0.22024775,-0.05737974,4
-1.1484799,0.0577155,0
-0.20002455,-0.08296823,0
-0.4306578,1.0139188,1
0.26346177,-0.06851756,2
-0.45110148,-1.1192102,3
1.2725708,0.01670598,2
1.2315146,-0.096088275,2
-0.48493752,-1.1025274,3
0.5062358,-0.97000563,4
-1.1266536,-0.12466575,0
-0.4615683,-1.106717,3
1.2863829,-0.20505783,2
1.274593,-0.03992217,4
-0.15580755,-0.0033053574,4
-0.4030991,0.8416587,1
0.58111054,0.84053934,1
-0.3690392,0.9420667,1
0.29652822,0.020886531,2
-0.40675306,0.9884216,1
0.50455326,-1.0793922,2
-1.1605427,-0.058700494,0
-0.1848432,-0.15313533,1
-0.4398032,-1.019211,3
-0.45383698,0.9206077,1
-0.4365623,-1.1015824,4
0.5569429,0.90422827,1
-0.17673762,-0.11973889,0
-1.1709901,-0.10125892,3
0.579568,0.9760999,1
-0.20227705,0.03026223,1
-1.1331942,-0.019041067,0
-0.19079073,-0.01387722,0
-0.37156337,0.8478859,1
-1.1726264,-0.097323544,3
1.2495538,-0.11700249,2
-0.41299665,-1.001221,0
0.3031361,-0.03675204,2
0.30744925,-0.14460018,2
-0.23379,-0.06844925,1
0.31844428,-0.13727091,2
1.2482135,-0.117901,2
0.25782025,-0.111505836,2
0.5306049,-1.1209421,4
-0.43364993,1.0273,4
-0.20516881,0.048434023,1
0.53965586,0.8963972,1
0.5473417,-1.124889,0
0.5526886,-1.2001303,0
-1.1537623,-0.072792195,3
-0.38850218,0.83920765,1
-0.4298528,1.0552427,1
0.5136763,0.88605946,1
-0.39944303,0.9970092,1
-1.1505024,0.06483426,0
-0.19409946,-0.083919704,1
0.54938096,-1.1413842,0
1.2794187,-0.13941398,2
-0.21250902,-0.07687691,4
-1.1423063,-0.103985146,4
0.511942,-0.99096215,2
-0.38756943,0.8685546,1
-0.46531305,0.92378074,1
-0.44412652,1.03239,1
-0.35445997,0.8579769,1
-0.39960676,0.8688622,1
-1.172435,0.09494046,4
-0.4246138,-0.98373884,4
-0.3927518,0.9656769,1
-1.1592865,-0.09011291,3
0.5299436,-1.0177853,2
-1.1640658,0.01864565,3
-0.18542008,0.0011030956,4
-0.38689017,0.8589345,1
-0.17112628,-0.010745881,0
-0.22558062,-0.09451595,1
-0.21851102,-0.10822857,1
0.55668455,0.9057021,4
-1.1657856,-0.10708303,3
-1.1323487,-0.12884124,3
-0.171063,-0.006470008,0
-0.39100626,0.85663015,4
0.482461,-1.0809394,4
0.27742687,-0.1413567,2
0.29838267,-0.10803325,2
-0.1770383,-0.11409419,4
-0.19176568,0.021645656,1
-0.20833844,-0.0774643,0
0.2812102,-0.1040649,2
-0.15957074,-0.11791781,0
-0.45555744,-1.0462891,3
-1.1728534,-0.090926215,3
0.56258446,1.0314671,4
-1.1821322,-0.02604067,3
0.26866248,-0.08877879,2
1.2494775,-0.13556771,2
-0.39132655,0.84916556,1
0.28154445,-0.14250217,2
1.1906868,0.022094963,2
-1.1618875,-0.12693696,3
0.5086481,-0.9997592,4
-1.1515024,0.059726592,4
0.5178519,1.0349572,4
0.29675606,-0.023605583,2
-0.42701074,-1.1093234,3
1.2349814,-0.08051475,4
0.5462349,-1.1707321,0
1.2796208,-0.16436572,2
-0.44419986,0.8950702,1
0.4724621,-1.1082506,2
-0.13858375,-0.15576766,0
0.48942396,-1.1295804,2
-0.44065416,1.0372686,1
-0.4122593,-0.97466415,3
-1.1897504,-0.08714356,3
0.52977896,1.0158926,1
-1.1708977,0.055858232,4
-0.4419868,-1.0915471,4
0.5873117,0.99485534,1
-0.41960362,0.8876453,1
-1.2158232,0.06033449,3
-0.40984166,-1.1472708,3
-1.1914573,-0.0842348,4
-0.4498794,1.0623652,4
-0.45668244,0.90532005,1
-0.41686925,-1.1098921,0
0.53109604,-1.1021515,4
-0.16685201,-0.16399801,0
-0.19966279,0.016368488,0
0.50340295,-1.0848445,4
0.27613488,0.020014387,4
1.2265238,-0.119866766,4
-0.4104948,-1.1591238,0
-0.46396625,-1.0523844,3
-1.1835377,-0.03181173,4
-0.43913454,0.86513597,1
-0.37084833,0.8332521,1
0.51824945,-1.1291319,4
0.5270124,-1.1301548,2
1.261074,-0.1311733,2
0.31415507,0.008189808,2
-0.50146186,-1.0598775,3
0.5066306,-1.0696226,4
0.31873193,-0.15690455,2
0.4875335,-1.0887281,2
-0.16357012,-0.14107072,0
-1.151359,-0.057654306,0
0.2877369,-0.09661303,4
0.5107174,-1.0929415,2
0.52638185,-0.97021955,2
-1.1546599,-0.11523358,4
0.5283125,-1.1379399,2
-0.18244459,-0.123895526,1
-1.154159,0.038624767,3
0.52289325,-1.0972244,4
-0.4628061,-1.0710531,4
-0.18025017,-0.10206493,0
-0.38047177,0.84933716,1
-1.1530583,0.018323217,0
-0.1867165,-0.13157752,0
1.2253338,-0.13288325,2
0.30571035,-0.12581554,4
-1.1823312,0.046784166,3
0.5639987,-1.0224831,4
-1.1610987,-0.057583515,4
-1.1040379,-0.13972147,0
0.28994194,-0.14003584,2
0.52843523,-1.1352774,4
0.5279543,-1.1067035,4
0.2693728,-0.10317364,2
0.5084525,-1.1315185,0
0.529786,0.89068604,1
0.5197237,-1.1538982,4
-1.1204131,-0.0026836197,3
-0.4349409,-1.0064236,0
-1.1770841,0.057834905,4
-0.22514458,-0.07870327,1
0.53089625,1.0517315,4
0.2603994,0.008609606,2
-0.36003703,0.9542127,1
1.2224785,0.047820207,4
0.533822,-1.0097191,0
1.3029953,-0.1552185,2
-0.4048606,1.0143489,4
0.31661928,-0.10765844,4
1.2321814,-0.10261517,4
0.545293,1.0336119,1
-0.4452798,0.9617586,1
-0.2270753,-0.007172668,1
-1.191547,-0.07673133,3
-0.39176166,0.9820447,1
0.5921281,0.82510674,1
-1.1379796,0.028024279,0
-0.49570003,-1.033163,4
-0.17049938,-0.18073301,1
-1.1601497,-0.09862352,3
0.5649247,0.87958163,1
0.29871678,-0.1029287,4
-0.1495397,-0.13544756,0
-0.18608671,-0.14512369,1
0.28375205,-0.093263954,2
0.3209339,-0.14528196,2
-0.20143184,-0.009943686,1
1.243241,-0.11817852,4
-1.2199843,-0.03481875,3
0.50857466,0.8663841,1
0.4601313,-1.1159313,2
0.2944283,0.012499013,4
-0.4729515,-1.0856234,3
-1.175096,-0.09515842,3
-0.4347111,-1.1217432,3
-0.21137868,0.005564468,1
0.5503058,0.95578575,1
-0.43596613,-1.1152843,3
0.506595,0.87453294,1
-1.1727681,-0.075267434,0
0.5383287,1.0288126,4
1.2402579,-0.085639834,4
-0.16485214,-0.12445219,0
-0.1713024,-0.14888574,1
-1.1950154,-0.08045011,4
-0.46518916,-1.0907612,3
-0.42399356,-1.1096444,3
-0.43106836,0.9093774,4
-1.1362609,-0.11677737,0
1.2478806,-0.10235213,2
-0.47538275,-1.0933609,3
-0.40741974,-1.1401267,3
-0.35185146,0.9654836,1
0.27117646,0.07244515,4
-1.1553004,0.036118668,3
-0.457041,-1.1047368,3
-0.4140091,-1.1039351,3
0.30632827,-0.19895577,2
-1.1411753,0.03182777,4
-0.19701628,-0.12200786,1
0.4884623,-1.0740184,4
1.2617084,0.01056417,4
0.54887664,-1.149244,0
0.5329626,1.025678,4
-0.47551772,0.93731534,4
0.53730035,0.8632443,1
-0.44401583,-1.128007,4
-0.4366406,-1.0778486,4
-0.3837177,1.0171789,1
-0.39651883,1.0276823,1
-0.43388736,-0.97496045,3
0.5264612,1.0044912,1
1.277984,-0.16266192,2
1.2545403,-0.114330865,4
1.3085418,-0.027584182,2
0.32050976,-0.014357579,2
1.2685717,-0.13646069,2
-0.45807892,0.8958625,1
0.34521997,-0.1830626,2
1.2575046,0.014716544,2
-0.1944327,0.024394877,4
1.2680149,-0.16761151,2
0.5502275,0.99875623,1
-1.1919764,0.035112973,3
-0.4080579,-1.1054993,4
-0.4212629,-1.1628493,0
1.2542046,-0.14276531,4
0.34398407,-0.1626888,2
-1.1773071,-0.07710724,3
0.559022,0.8468937,1
0.5613844,0.90701157,4
0.5607612,0.8952847,1
1.2543865,-0.14565209,2
0.52771467,0.8962173,1
-0.3840374,0.8944702,1
0.34318686,-0.0075349594,2
0.33086094,-0.13495052,2
-0.4315373,0.8706366,1
1.292753,-0.0074772798,2
-0.4259818,0.90564764,4
0.538812,1.0206074,1
0.52996916,-0.9803084,0
0.5850374,0.8278016,1
-0.4246368,-1.1172079,0
-1.2110734,-0.10560708,3
0.29429436,0.054717563,2
-0.39620206,0.89119905,1
1.3265342,-0.07099107,2
-1.1338468,0.00242502,0
0.30085066,-0.123697676,4
-0.19748576,0.015230974,4
-1.1270268,-0.10190147,0
-0.1543362,-0.13867292,0
0.54700565,0.8965546,4
0.2544991,-0.07049184,4
-0.43498975,0.9275201,1
1.2257383,-0.13232431,2
-0.1903151,-0.10470722,0
0.5915659,0.8682874,1
-0.44199932,-1.0763881,3
1.2673264,-0.15422182,2
0.55490524,0.9665219,1
-1.1773415,0.04897875,3
-0.37728825,0.85004777,1
-0.44340113,1.0289468,1
-1.1860564,0.10112702,3
-0.15827313,-0.020572266,1
0.5549952,1.0031688,1
-0.40517607,0.9836072,1
-0.36524153,0.84733135,4
-0.43333057,0.90557635,1
0.27945864,-0.12460212,2
-0.44846493,-1.1193804,0
0.31649548,-0.14161527,2
0.5523902,0.8866564,1
0.61111575,0.7975209,1
0.2686583,-0.10011178,2
-1.1418968,0.012808477,0
0.5097196,-0.96585804,2
-0.38673064,0.9579744,1
-0.40319547,1.0106422,1
-0.14619492,-0.1515166,1
-0.42371032,1.0125874,4
-0.38058674,0.9609222,1
0.58518493,0.84629965,1
-0.40020105,1.0094795,1
0.3465468,-0.019989334,2
-1.1428524,-0.09912972,4
0.31508112,-0.1179794,4
0.2849994,-0.09120833,2
0.27850005,-0.11847861,2
-0.16007152,-0.012257563,0
-0.19839044,0.04439228,4
0.58597434,0.9798162,1
-1.1591872,0.03444003,0
0.5024167,1.0536474,4
-1.1877822,0.047227655,4
-0.4744634,-1.1070851,3
-0.44560328,-0.9579537,4
0.5623061,0.8602582,1
0.30117077,-0.0068158587,4
0.5636293,0.9681508,1
-0.44310763,-1.1382656,3
0.55344236,0.87639064,1
0.5587924,-1.0213219,0
0.530431,0.98997575,1
-0.40438628,0.8652424,1
0.498401,-1.1071228,2
-0.37864,1.0068498,1
0.30414662,-0.12368526,2
-0.4131867,0.9929845,1
-0.38559613,1.0089958,1
-0.1674999,-0.1341652,0
-0.43966502,0.9073743,4
0.56184596,0.88505596,1
-0.13977253,-0.17187922,0
-0.20660996,0.010251361,1
-0.42097312,0.8936694,1
-1.1449106,-0.07961845,0
-0.5307288,-1.0516616,3
-0.38156044,0.9905945,1
-0.4366502,0.9030022,4
1.2555209,-0.12647612,2
1.2834079,-0.17988336,2
-1.1299487,-0.14050415,0
-0.43371764,0.90391684,1
-0.17727046,0.023404116,4
-1.1570629,-0.07569813,0
-1.1319847,-0.08378105,4
-0.4585684,-1.0087372,3
0.5124809,-0.9303809,2
-0.45235422,-0.96504974,3
-1.188277,0.061643597,3
-0.43650675,-1.0039845,0
0.31849048,-0.14136292,2
-0.42519492,0.8903052,4
1.2713277,-0.17235461,2
-0.42175958,1.0357056,1
1.2640513,-0.10843336,4
-0.41999516,1.0022565,1
-0.39219275,1.032254,4
-0.49867857,-1.1129582,3
0.3003913,-0.1455961,2
1.2562873,-0.121450774,2
0.5769504,0.8512655,1
0.341671,-0.16706939,2
-0.46131125,0.9084736,1
1.2448219,-0.14351188,2
0.28950372,-0.12709874,2
0.5251176,1.0426493,1
0.31722882,-0.019638443,2
-0.48548564,-1.0947136,0
-1.1847286,-0.045124903,4
-0.40192732,0.81695163,1
0.32012996,-0.11064548,2
-0.40947625,0.8413019,1
-0.2190204,-0.08194296,1
0.5535228,0.91865057,4
0.2654501,0.027567623,4
-0.3838761,1.0337757,4
-0.1947753,0.034326304,4
0.5537102,-1.1384568,0
1.2774572,-0.12822576,2
-1.176672,-0.06691533,3
0.5048138,-1.0929097,2
-0.44689596,-1.1035669,3
-1.1340889,-0.14223692,0
-1.1414537,-0.11019115,0
-1.1470904,0.022523856,3
-0.15012535,-0.14524673,0
0.28610173,0.019862875,2
0.59268224,0.8270034,1
0.37953898,-0.19054253,2
-0.37631425,0.83548343,1
-0.179846,0.009432086,0
-0.48896077,-1.0873313,3
-0.4295202,1.0051113,1
0.53042036,0.9081875,1
0.3263565,-0.014761694,2
-0.35351557,0.8467206,1
-0.42213985,-1.1604675,3
1.2430296,0.0203273,2
-0.40644288,0.86593574,4
-0.16463083,0.017986001,0
-1.1612604,-0.10161854,0
-0.4601756,-0.9475687,3
-0.18163116,0.004513009,0
0.4940897,0.8724732,1
-0.4443173,-1.1194853,3
0.55125564,0.8880597,1
-1.1669166,0.03213626,3
1.2542242,-0.107875794,4
0.28801537,-0.10683356,2
1.2862903,-0.1460486,2
-0.4217818,1.0484831,4
0.2924736,-0.110901825,4
-0.18831815,0.0024512382,0
0.29825196,-0.111807115,4
-0.4009742,-1.1580759,3
0.53376573,-1.0037181,2
1.2580924,-0.015832175,2
-0.40378752,0.8725977,1
-0.4343121,0.9238985,1
-0.4306973,1.061653,1
-0.3887419,0.8521332,1
0.5483954,1.0231326,1
-0.41915277,0.88393474,1
0.4676424,-1.0484308,2
0.28040767,-0.118534096,2
0.48470652,-0.9550492,2
-0.44135815,1.0490054,1
0.5713766,0.855971,1
-1.1710619,-0.06492935,4
0.49678215,-1.064231,4
1.2563187,-0.11311549,4
-1.0958993,-0.15114546,0
-1.1443087,-0.09349929,4
0.2876283,-0.06389593,4
-0.17123596,-0.11916108,0
1.2223238,-0.07868616,4
-1.160013,-0.13668314,0
-0.1821067,-0.11243943,1
-0.441179,-0.9807475,4
1.2722745,-0.037438318,2
-1.14574,-0.09475559,0
-1.1431502,-0.10896208,3
-0.44780433,-0.96665776,3
-1.1551137,-0.09521036,0
0.5348045,1.0214378,1
-0.37590736,0.85177714,1
1.2374701,-0.004569051,4
-0.23038922,-0.09795043,1
-0.475404,-0.9641751,3
-0.23487201,-0.06404686,4
-0.497568,-1.0467292,3
-1.1207957,-0.10439216,3
0.55730164,-0.9975413,4
-1.1596869,-0.12985118,3
0.28587857,-0.1336603,2
-1.1917738,0.067046955,4
0.4979898,-0.9800613,2
1.2659731,0.008775818,2
0.51278317,-1.1587052,2
-0.19283871,0.039512932,0
-1.1676202,-0.008676805,3
1.2575994,-0.14926626,2
1.3255177,-0.1781567,2
1.302065,-0.052793022,2
-0.14945425,-0.000116554314,4
0.30416366,-0.12605263,2
-1.1630226,-0.12043919,3
0.56524414,0.8471529,4
0.56124747,0.8559219,1
0.29665932,-0.00033842868,2
0.5415047,0.9017251,1
-1.1149023,-0.13130033,3
0.31460264,-0.042638224,2
-1.1600617,-0.10204445,4
0.2996278,-0.12467135,2
0.33902195,-0.15143174,2
0.28953552,0.042712264,4
0.53242874,0.9786438,1
1.2987094,-0.034233518,2
-0.39939442,0.99907243,4
0.47036693,-1.1445882,2
-0.44220796,-1.0785576,3
0.27985984,-0.12608615,2
0.29826894,-0.13725848,2
0.5144288,-1.1180565,4
-0.4353837,-1.1231889,0
0.5785729,0.84238994,1
0.50903475,-1.0830717,4
0.32615787,-0.17170475,4
-0.16764581,0.051085614,0
-0.41961786,0.84860945,1
-0.43949872,-1.0072147,0
-1.1683115,0.050053082,0
-0.38204268,0.8419684,1
-0.44552281,0.9069517,1
0.5645076,0.85456944,1
0.551875,-1.1000874,0
-0.39265653,0.8825592,1
-1.1131846,-0.013031023,0
-1.1587822,0.03937153,3
0.4908124,-0.96539474,2
-0.16202563,0.012710095,0
0.31584474,-0.021548,4
1.2675791,-0.1654396,2
1.2196065,-0.0074850977,2
0.5937495,0.8227076,1
-0.43679047,-1.1056254,4
0.48056695,0.9028613,1
-0.44403207,0.91639024,1
-1.1757736,-0.13151237,3
0.5344072,-0.99640435,0
-0.3799632,0.8572259,1
-0.41241878,1.0235443,1
0.3537238,-0.18664716,2
-0.4694514,0.9071461,1
-0.45342106,-1.1190319,4
0.58690983,0.8397146,1
-0.46228498,-0.96699274,3
-1.1551379,-0.14048247,3
-0.3971407,1.0345877,1
-0.40948343,0.87145746,1
-1.1572297,-0.09114075,4
-0.17516276,-0.1575002,0
0.47656792,-1.0514759,4
0.563319,1.0135384,1
-0.4458189,1.0627916,4
-0.45895085,-1.1243669,3
1.2038853,-0.10630153,2
0.2944386,-0.14449553,2
0.5505566,0.8837793,1
-0.39198884,0.86053675,1
-0.41107,-1.1160163,0
-1.1629374,-0.044912353,3
0.5526952,0.8714387,1
0.5963926,0.8491226,1
0.29777238,-0.110721536,2
-1.1872237,-0.060068272,4
-1.1143361,-0.12918928,0
1.2676532,-0.024143068,4
0.54387313,0.8933886,1
0.51711786,-1.0639802,4
1.2661241,0.0001466962,2
0.5606821,0.8382379,1
-0.4043135,-1.150325,3
-1.1648998,0.057219237,3
1.2564081,-0.029350657,2
0.32908648,-0.14166881,4
-0.23176418,-0.07422832,1
-0.4321786,1.0453309,4
-1.099302,-0.14352864,0
0.51820564,-1.1171924,4
0.55986017,-1.13475,4
0.56418765,1.0365962,4
0.30031818,-0.10143831,2
-0.46035358,-1.123718,0
-0.4140259,1.0036671,1
-0.4993413,-1.0373534,4
-1.1894501,-0.06660372,3
-1.1648043,0.038548708,4
0.32480142,-0.010302657,2
-1.1609359,-0.06605607,4
0.27971947,-0.10399968,4
1.261615,-0.1515005,2
-1.1539053,-0.12397196,3
-0.41462284,0.8812755,4
-0.17457187,-0.16144781,0
0.5188835,0.8734778,1
0.5035102,-0.9966848,2
-0.18825221,-0.0120951235,0
-1.1190026,-0.11967806,3
0.5279211,0.9065371,1
-0.18323955,-0.105649285,0
-0.41228044,1.0182393,1
-0.4221527,-1.0169336,3
0.548684,0.8850879,1
0.609616,0.8478531,1
0.5399898,0.9943517,1
-0.13783431,-0.02697164,0
-1.1585705,-0.088380784,0
-0.43165728,-0.9405488,3
0.5618687,0.84290576,1
1.2698826,0.016938854,4
-1.1763775,-0.09157259,3
1.2510477,0.012819749,2
-0.21528599,-0.00057512807,1
-0.20429704,-0.10836777,0
1.2910396,-0.16567172,2
0.6170149,0.8084325,1
1.2812979,-0.19744965,2
-0.4820863,-0.9432937,3
0.49812227,-1.0811,0
-0.16928726,-0.12149532,4
-0.4349526,-0.95592934,3
-1.1441231,0.012755356,0
0.27449024,-0.12660933,2
