PC1,PC2,Cluster
-0.004749068151131358,-1.0626715068697168,2
0.031106059517540183,-1.0922726378041296,2
0.009434130730355554,-1.1041463673669585,2
-1.0170083167420587,-0.14261815317430515,4
-0.06449048605896872,0.9317549971239518,4
-0.9839285603943957,-0.12128890360839996,1
-1.0461102460750553,-0.08298789937922252,4
0.960958178477912,-0.026192503863409614,3
-0.04192210762415927,0.865440500440734,1
1.0048387901813387,-0.026138088020010258,0
-0.040662394486136,0.909993943318865,1
-1.040505281386746,-0.12214389293252448,4
0.9715728142163198,0.032104457587783686,0
0.9839824123622775,-0.03077910929677931,3
-0.01733150778576097,0.8938028732237185,1
0.9885188692564064,-0.07522597977107694,0
0.9697221288788841,-0.040686722918127236,0
-0.9928848101629505,-0.15655440351537125,1
0.9624353097889408,-0.026817538766694862,0
0.9712336032319971,0.018410664499792298,0
-1.002111124408359,-0.12311390642149393,4
-0.07735590739956534,0.94610744590869,1
-0.03543992153656456,0.8746608186148259,1
-1.0294863912510501,-0.09121451372500206,4
0.02011544874102352,-1.1239379673540186,3
-0.05121342872546571,0.905248510031057,4
0.9808914341008416,-0.09604096899488687,0
-1.017908147405979,-0.1454036667485771,1
-0.04920948025192473,0.948399364786739,1
-0.04895045339370722,0.855802146883398,1
-1.0158264505731538,-0.09424451158604474,4
-0.04160593365345519,0.9081790171153641,4
-1.0243568035390453,-0.11197922731915862,4
0.9900430106155802,-0.020054773544975917,3
-0.05503563073631594,0.9459330953352999,1
-1.013642419630687,-0.1218088809116949,4
0.011922373623920098,-1.0816895897182106,2
-1.0275896867709722,-0.12677548820169915,4
0.015448153980026766,-1.1256972607464244,2
0.9895897128021351,-0.007643043817864487,0
-0.06008338870539613,0.9127425211781557,4
0.9908490738426414,-0.03790052786591456,0
-0.002214524266127593,-1.084943402496103,2
-1.0225710985634309,-0.12404709023380946,4
0.025022676948812474,-1.0869054853990807,2
0.9834492388056679,-0.0683377133192889,0
0.008676084464240409,-1.1136005809550837,2
0.9845907653759918,-0.08163456180070258,3
-0.04535514197005692,0.92178898123398,1
1.0152580755300988,-0.0637000136936593,3
-0.03896484504269207,0.8882016263665479,4
-0.05535530314440452,0.9858309090271352,4
1.0084857081156005,-0.08376584958245295,0
-0.05936849499233053,0.9199780082098712,4
0.999867360975204,-0.08805953340865852,3
-1.0086238563311472,-0.1242592504857834,1
1.0021862617857364,-0.08121668363637863,3
-0.0464027709959952,0.9032530669147374,4
0.9679765883404842,-0.04778582581704127,3
-0.05893592748783733,0.9174530550047703,1
-1.0009999300329158,-0.15273931021389858,4
-1.033300622557824,-0.06722565648005879,4
-1.0047045492940117,-0.1548632037472315,4
0.013758980655017553,-1.0307338023417807,3
-1.0254765720210464,-0.1100279186019344,4
0.9858349129364358,-0.025951327274733326,0
-1.0250877636384914,-0.1527590728321922,1
-0.0003264431763067392,-1.0286884152663565,3
-0.04698436651221414,0.9288520940784935,4
1.011419270027019,-0.10399231529676195,3
-1.0164134766228194,-0.06526655407507426,1
-0.08265704080675415,0.9805074238637762,4
0.9831242648276555,-0.053100934428164354,0
-0.06949318036191547,0.9621430434620967,4
-0.01782444597713989,-1.062252525257266,2
-0.022295835183220723,-1.0388039489173253,2
0.009607644676929821,-1.0941834701178847,2
0.9763293090533921,-0.05359623307860661,0
-1.0085352800947642,-0.14434310837486963,1
-1.0213825293990506,-0.11026271927257254,4
0.011562532964087767,-1.0992099395567778,3
-0.05844808126430044,0.8972224587664311,4
-0.07390647170669648,0.9924254745842477,4
-0.0675760044642431,0.8911678282970145,4
1.022706088825467,-0.0825992923440038,3
0.975860345544866,-0.048259535586992676,3
-0.04355458676706577,0.9161839867380879,1
-0.06486767810504296,0.9271602799385632,4
-0.03680166755667002,0.9391297138777418,1
-0.041058765577977815,0.883379351760652,1
-6.335848352852225e-05,-1.094034893788899,3
0.9733130994227702,-0.08371189757061707,0
-1.0311852098262826,-0.09680781818442416,4
0.9667293912232714,-0.04643275396496695,0
-1.0221217009903771,-0.1677106401874979,4
0.9952677312368858,-0.06952712756755684,3
0.01762323714931152,-1.0936786636797586,2
-1.0041458044255258,-0.11876486595589503,1
-1.0001502359252599,-0.10943560209784305,4
-1.0152201958718459,-0.1471136209702311,1
0.03030681063396773,-1.125675965129414,3
-0.041330227639147045,0.9363967189676227,4
-0.047465160892434195,0.9396644110981244,1
-0.04210575306331456,0.8938392217215686,1
0.9941165352245487,-0.07780297524487877,3
-1.0124424170971955,-0.09434195648089466,1
-1.025709416043602,-0.15075630290652778,4
1.0067037312889382,-0.07293655845355525,3
-0.03604270817410718,0.8886674334562435,4
0.9699548439393073,-0.03223158112809288,0
0.012196360792837943,-1.103423884392703,3
0.9968533201677792,-0.0746317431633983,0
-0.05650454858867202,0.9385338020186741,4
0.9811024456898855,-0.04722757233698189,0
-1.0279706031698281,-0.0706175082932311,1
0.9925048281856133,-0.04654543002219583,0
1.0088964097058797,-0.07606112068518564,3
-1.022115704848513,-0.06299103680885106,1
-1.017478422419335,-0.07881247666967865,1
-0.034280438964702266,0.9134986659365708,1
-0.06433627821766703,0.9445668909759274,1
-1.0151569742669744,-0.10079673435872567,1
-0.05166129602154641,0.8536205062982705,1
-0.02986663360819837,0.9494554250207546,4
-1.0297048375444344,-0.11252127356053253,4
0.9559896913792573,-0.029997245829843127,0
0.9714643475891571,-0.031848472134481255,0
0.9968140177118376,-0.07479443276646311,3
0.0042016265419800875,-1.053641355310724,2
0.9865320909109934,-0.05057650491762031,3
0.9469464040178907,-0.013450650149333613,0
-0.05656975107791347,0.9657212935706522,1
-0.03607053135610586,0.8802674670077841,1
-1.0097802672181146,-0.136714917279278,4
-1.0359707061661005,-0.11096543110094609,1
-0.05450447329278193,0.907694964342863,4
0.9719946938404225,-0.03522549212683805,3
-0.0412976736706801,0.9020520312801218,1
0.02760015779284787,-1.0465121060966727,3
0.9725644021403662,-0.04414393330609751,3
0.9878708331088196,-0.060225119730818844,3
-0.07544566892410445,0.9517396017571823,1
0.991013220670458,-0.07327654206394729,3
-1.0322049648743847,-0.08506340776235605,1
-1.0356288802477622,-0.16199331967956365,4
0.9845464331484337,-0.07153053974564476,3
0.9731077729118361,-0.0819944466576315,0
-0.0012000416865998575,-1.0981645395593327,3
-0.04430465566286924,0.9156319395783495,1
0.01247745510717844,-1.058592609141138,2
0.003579492134149105,-1.088920924526989,3
0.9840365642381578,-0.04551176718572496,0
-0.017038316946702128,0.8882254284483099,1
0.9434371282713813,-0.004909814741057519,0
-0.05100273819424206,0.9061482199796033,4
0.9866687315880224,-0.05568873455030866,0
0.0084725958200152,-1.0644337903871488,3
0.9903806610492196,-0.09670097790137916,0
0.9902418472809316,-0.053528683184338295,0
-0.04274693436930203,0.934059349951199,4
0.9861584379269164,-0.06656649972773483,0
0.968832927864846,-0.0944883317962431,0
-1.0086818013709233,-0.10983583362671413,1
0.9779131805029175,-0.08645032416944023,0
-0.013208778564515527,-1.0688662884339508,2
0.9760416823923295,-0.05268937594010572,0
0.9826165862724315,-0.05683640721511252,0
-0.05392502062291147,0.9531512181395215,1
-1.029793217131894,-0.0696565962235181,4
0.9750132291126974,-0.06026542357608688,0
-0.004024995998738073,-1.0729294199653374,2
-0.06539818351885919,0.9452951576522979,4
0.033160567430042774,-1.0877316221394238,3
0.9728429297827951,0.03139386265633837,0
-1.0064618333576625,-0.16424883118997363,1
-0.05153442902039308,0.8778554837730369,4
-1.0083070419220463,-0.14546119938964364,4
-0.02530476993753292,0.9035766978117028,4
0.9861987711048233,-0.052476911445439575,0
-0.0038234501956232155,-1.1076357536851957,2
-0.005521023258171007,-1.090955238657046,2
-1.0098377987145961,-0.10706224516702867,4
-0.043545805199541036,0.8807812448198463,4
0.9857727998278012,-0.0821312305070264,3
-1.033975493489513,-0.11215280782438965,4
-1.0003283346051035,-0.12900343808995035,4
0.0035379791079550894,-1.0056544828415577,2
0.00687359330851133,-1.0590013283369561,3
-1.0356828310560773,-0.09380690421739933,1
-0.03767356698291658,0.9102458640399033,4
-1.029261870370098,-0.1090665686363862,4
-0.05107903229187955,0.860613754959042,4
0.04318745330592693,-1.0996964528827955,3
-1.0434547773867462,-0.06915056580040219,4
0.9710078439682015,-0.04344166595866318,0
0.9540656606905212,-0.030675906749235603,0
0.02994406539407115,-1.1153001625622097,2
-0.0182789217536039,0.8853605460514573,1
-0.998576111127518,-0.13870797794085382,4
-1.0092129953946885,-0.13422517509693446,4
-0.03490867571792795,0.8584429869341198,1
-0.03797686882840258,0.914116949651476,4
-0.9852791019893018,-0.16547730463647464,1
1.0016044522816574,-0.07930597014120912,3
-0.03224622501386365,0.9140788205058904,4
-1.024309575337967,-0.17017826167177907,1
0.9721240065578441,-0.05950116221923321,0
0.9581348035705872,-0.044991229626906826,0
-0.026848404729003544,0.8886113321725927,1
0.9667566379119413,-0.08175204059701653,0
-0.04269191278294654,0.9330486914891623,4
-1.021639189196192,-0.16369344772835198,1
0.007290105664990094,-1.0436107482432333,3
-1.032758324615911,-0.12104545809966956,4
0.9782990580885678,-0.08842954028736635,0
-1.047492344762175,-0.06437862114925141,4
0.9718933142357544,-0.048459476849018045,0
0.9860394661015114,-0.0845679961536534,3
0.9668093427669275,0.031883273234797505,0
-0.0330071292745857,0.8772292214114841,1
-1.029502663330226,-0.06566806004072526,4
-1.0267646741987266,-0.09285891555145724,1
-0.0637829083991619,0.9339075589197102,1
-0.07336167208949325,0.9452400316924959,4
-0.05307096830564868,0.8935038352759241,1
-1.0195764508130476,-0.09852113783023989,4
0.9709431208879141,-0.04633765822756414,0
-0.032994973814798,0.859583844517468,1
0.015143651675500787,-1.1242536247203663,3
0.9974855982647783,-0.06596142324706239,0
-1.0129676572776116,-0.10666865472629368,1
-1.0173366148558376,-0.14665629481593417,4
-0.05228548392122954,0.9550298914300767,1
0.9965559971881688,-0.09288762265178044,0
0.0396634353457552,-1.1408776242599565,3
0.9857924875970092,-0.07054933997114377,3
-0.0704678596542027,0.9526041035318557,4
1.0072080769667462,-0.08606349105776115,3
0.9912311109179797,-0.0581536712221914,3
-0.04519047770987002,0.9266258837228956,4
0.9913239293783658,-0.028875991378404006,3
-0.03564268514139223,0.9693900470419908,4
-0.06659663415824793,0.9585259174163251,4
-1.0076991778622921,-0.11330519856685946,4
0.9811515157689374,-0.08462307212689513,0
0.005160230084847768,-1.0924913629744002,2
-1.0298803146213498,-0.11228816815731735,1
-1.001843640924618,-0.16803793798267852,4
-0.07290551044318196,0.9601309760703852,4
-0.028549050367666334,0.9201054786235833,4
0.974567737392675,-0.03367562984593685,0
0.9916429026085551,-0.035809130565942315,0
0.9620976098382233,0.03074891290622947,0
1.0128954518280078,-0.06761055835302385,0
-1.0195536744147318,-0.1438188288623741,1
-1.0082595992881473,-0.1613991311791813,4
-0.02494625643771018,0.9068804262620382,1
-1.0023750506685412,-0.1077869143643571,1
-0.0022128310419593337,-1.0294714498043347,2
0.9821168114391927,-0.10322464134750362,0
0.00019952490409790025,-1.14086915494974,3
0.9817660926999577,-0.009403465721148772,3
-1.0234340069746442,-0.07109810671388596,4
0.9714052445781081,-0.0375488922323016,0
-0.003979239298486305,-1.080911243438053,2
-0.05747974533378835,0.9047985853728222,4
-1.0140483307678656,-0.11496326910722199,4
0.9661659194464731,-0.032548267448936324,3
-0.04436509755333975,0.8853440058356249,4
-0.050001463541231375,0.9091592530374677,4
-0.005391671488010912,-1.0595862270839842,2
-1.0054040636666768,-0.10553991263249624,1
0.9604476724545026,-0.027537326916105307,3
-1.0200583908537992,-0.12716738927819932,4
-1.0053047109976998,-0.10027124397290954,4
-0.9942782485134751,-0.15425911464674413,1
0.9635467968637396,-0.033044598726284166,0
-1.0357379341986843,-0.13859833647733033,4
-0.07017275686966555,0.8511932738275434,4
